,COD,NOME,ÁREA,C.C,DATA,HORA
128,59.2435783161818,,,6911,29/01/25,0 days 11:53:00.001000
129,59.6628312130298,,,6911,30/01/25,0 days 11:53:00.001000
130,76.432947086946,,,6911,29/01/25,0 days 11:53:00.001000
131,100.330362207277,,,6911,29/01/25,0 days 11:53:00.001000
132,153.994733003808,,,8111,29/01/25,0 days 11:53:59.997000
133,176.634389433595,,,8115,31/01/25,0 days 11:53:59.997000
134,152.317721416417,,,8111,31/01/25,0 days 11:53:59.997000
135,156.929503281744,,,8114,31/01/25,0 days 11:53:59.997000
136,178.730653917835,,,8121,31/01/25,0 days 11:53:59.997000
137,179.149906814683,,,8121,31/01/25,0 days 11:53:59.997000
138,71.821165221619,,,8114,29/01/25,0 days 11:53:59.997000
139,63.016854387813,,,6910,29/01/25,0 days 11:53:59.997000
140,167.410825702941,,,8115,30/01/25,0 days 11:55:00.002000
141,152.736974313265,,,8111,30/01/25,0 days 11:55:00.002000
142,182.503929989466,,,8121,31/01/25,0 days 11:55:00.002000
143,60.0820841098777,,,6911,31/01/25,0 days 11:55:00.002000
144,76.8521999837939,,,6911,30/01/25,0 days 11:55:00.002000
145,77.2714528806418,,,6911,31/01/25,0 days 11:55:00.002000
146,111.65019042217,,,6911,31/01/25,0 days 11:55:00.002000
147,100.749615104124,,,6911,30/01/25,0 days 11:55:00.002000
148,52.9547848634633,,,8103,29/01/25,0 days 11:55:59.998000
149,188.373470545337,,,8114,31/01/25,0 days 11:55:59.998000
150,188.792723442185,,,8114,31/01/25,0 days 11:55:59.998000
151,162.799043837614,,,8111,31/01/25,0 days 11:55:59.998000
152,173.280366258812,,,8114,29/01/25,0 days 11:55:59.998000
153,171.60335467142,,,8515,30/01/25,0 days 11:55:59.998000
154,87.7527753018394,,,8103,29/01/25,0 days 11:55:59.998000
155,134.289846851957,,,6515,30/01/25,0 days 11:55:59.998000
156,180.407665505226,,,8115,29/01/25,0 days 11:57:00.003000
157,160.283526456527,,,8114,31/01/25,0 days 11:57:00.003000
158,3.0,,,8103,29/01/25,0 days 11:57:00.003000
159,3.0,,,8103,30/01/25,0 days 11:57:00.003000
160,3.0,,,8103,31/01/25,0 days 11:57:00.003000
161,14.0,,,8103,29/01/25,0 days 11:57:00.003000
162,14.0,,,8103,30/01/25,0 days 11:57:00.003000
163,14.0,,,8103,31/01/25,0 days 11:57:00.003000
164,53.3740377603112,,,8103,31/01/25,0 days 11:57:00.003000
165,27.380358155741,,,8106,29/01/25,0 days 11:57:00.003000
166,47.0852443075926,,,8103,29/01/25,0 days 11:57:00.003000
167,47.5044972044405,,,8103,30/01/25,0 days 11:57:00.003000
168,47.9237501012884,,,8103,31/01/25,0 days 11:57:00.003000
169,72.2404181184669,,,8114,30/01/25,0 days 11:57:00.003000
170,88.1720281986873,,,8103,30/01/25,0 days 11:57:00.003000
171,88.5912810955352,,,8103,31/01/25,0 days 11:57:00.003000
172,169.926343084029,,,8115,30/01/25,0 days 11:57:59.999000
173,24.0263349809578,,,8115,29/01/25,0 days 11:57:59.999000
174,53.7932906571591,,,8103,30/01/25,0 days 11:57:59.999000
175,143.094157685763,,,8121,31/01/25,0 days 11:57:59.999000
176,135.966858439348,,,8103,30/01/25,0 days 11:57:59.999000
177,136.386111336196,,,8103,31/01/25,0 days 11:57:59.999000
178,39.5386921643303,,,8103,31/01/25,0 days 11:57:59.999000
179,123.808524430759,,,6521,31/01/25,0 days 11:59:00.004000
180,124.227777327607,,,6521,31/01/25,0 days 11:59:00.004000
181,170.345595980877,,,8115,29/01/25,0 days 12:00:00
182,49.60076168868,,,8121,31/01/25,0 days 12:00:00
183,139.320881614132,,,8110,29/01/25,0 days 12:00:00
184,159.025767765983,,,8103,30/01/25,0 days 12:00:00
185,13.0,,,8110,29/01/25,0 days 12:00:00
186,138.901628717284,,,6510,29/01/25,0 days 12:00:00
187,91.5260513734706,,,8103,29/01/25,0 days 12:00:59.996000
188,91.9453042703185,,,8103,30/01/25,0 days 12:00:59.996000
189,39.9579450611782,,,8103,29/01/25,0 days 12:00:59.996000
190,40.3771979580261,,,8103,30/01/25,0 days 12:00:59.996000
191,77.6907057774897,,,6510,29/01/25,0 days 12:00:59.996000
192,36.1846689895471,,,8103,30/01/25,0 days 12:02:00.001000
193,189.211976339032,,,8114,30/01/25,0 days 12:02:00.001000
194,107.457661453691,,,8106,30/01/25,0 days 12:02:59.997000
195,67.2093833562921,,,8115,30/01/25,0 days 12:02:59.997000
196,102.426626691516,,,8110,29/01/25,0 days 12:02:59.997000
197,139.74013451098,,,8110,30/01/25,0 days 12:02:59.997000
198,159.445020662831,,,8103,31/01/25,0 days 12:02:59.997000
199,52.1162790697675,,,6510,30/01/25,0 days 12:02:59.997000
200,74.7559354995543,,,6910,29/01/25,0 days 12:02:59.997000
201,153.57548010696,,,8103,29/01/25,0 days 12:04:00.002000
202,165.73381411555,,,8106,29/01/25,0 days 12:04:00.002000
203,107.876914350539,,,8106,29/01/25,0 days 12:04:00.002000
204,22.3493233935662,,,8106,29/01/25,0 days 12:04:00.002000
205,110.811684628474,,,8106,29/01/25,0 days 12:04:00.002000
206,25.2840936715015,,,8115,31/01/25,0 days 12:04:00.002000
207,60.5013370067256,,,8111,31/01/25,0 days 12:04:00.002000
208,144.771169273154,,,8115,31/01/25,0 days 12:04:00.002000
209,192.985252410664,,,8121,29/01/25,0 days 12:04:00.002000
210,21.0915647030225,,,8106,29/01/25,0 days 12:04:00.002000
211,68.0478891499879,,,8115,31/01/25,0 days 12:04:00.002000
212,35.3461631958512,,,8106,29/01/25,0 days 12:04:00.002000
213,63.4361072846609,,,6910,30/01/25,0 days 12:04:00.002000
214,154.413985900656,,,8111,30/01/25,0 days 12:04:59.998000
215,7.0,,,8121,31/01/25,0 days 12:04:59.998000
216,93.2030629608622,,,8103,31/01/25,0 days 12:04:59.998000
217,78.9484644680334,,,8110,30/01/25,0 days 12:04:59.998000
218,35.7654160926991,,,8106,31/01/25,0 days 12:04:59.998000
219,108.715420144235,,,6914,31/01/25,0 days 12:04:59.998000
220,160.702779353375,,,8114,30/01/25,0 days 12:06:00.003000
221,36.603921886395,,,8103,29/01/25,0 days 12:06:00.003000
222,108.296167247387,,,8106,31/01/25,0 days 12:06:00.003000
223,22.7685762904141,,,8106,31/01/25,0 days 12:06:00.003000
224,163.218296734462,,,8111,30/01/25,0 days 12:06:00.003000
225,159.864273559679,,,8103,29/01/25,0 days 12:06:00.003000
226,12.0,,,8110,30/01/25,0 days 12:06:00.003000
227,21.5108175998704,,,8106,31/01/25,0 days 12:06:00.003000
228,69.3056478405316,,,8114,30/01/25,0 days 12:06:00.003000
229,79.3677173648813,,,8110,31/01/25,0 days 12:06:00.003000
230,109.134673041082,,,6914,29/01/25,0 days 12:06:00.003000
231,78.1099586743376,,,6510,30/01/25,0 days 12:06:00.003000
232,99.0726035167329,,,8115,29/01/25,0 days 12:06:59.999000
233,166.153067012398,,,8106,31/01/25,0 days 12:06:59.999000
234,110.392431731626,,,8515,31/01/25,0 days 12:06:59.999000
235,111.230937525322,,,8106,31/01/25,0 days 12:06:59.999000
236,55.4703022445507,,,6515,31/01/25,0 days 12:06:59.999000
237,93.6223158577101,,,8103,30/01/25,0 days 12:08:00.004000
238,163.63754963131,,,8115,30/01/25,0 days 12:08:00.004000
239,115.842719390649,,,6515,31/01/25,0 days 12:08:00.004000
240,109.55392593793,,,6914,30/01/25,0 days 12:08:00.004000
241,45.408232720201,,,8115,29/01/25,0 days 12:09:00
242,10.0,,,8115,29/01/25,0 days 12:09:00
243,60.9205899035735,,,8111,30/01/25,0 days 12:09:00
244,145.190422170002,,,8115,30/01/25,0 days 12:09:00
245,68.4671420468358,,,8115,30/01/25,0 days 12:09:00
246,150.221456932177,,,8103,29/01/25,0 days 12:09:59.996000
247,106.199902763147,,,8103,29/01/25,0 days 12:09:59.996000
248,119.61599546228,,,8103,29/01/25,0 days 12:11:00.001000
249,65.9516246657483,,,8114,31/01/25,0 days 12:11:00.001000
250,106.619155659995,,,8103,30/01/25,0 days 12:11:59.997000
251,120.035248359128,,,8103,29/01/25,0 days 12:11:59.997000
252,190.888987926424,,,8103,29/01/25,0 days 12:11:59.997000
253,5.0,,,8103,29/01/25,0 days 12:11:59.997000
254,150.640709829025,,,8103,30/01/25,0 days 12:11:59.997000
255,192.146746616968,,,8114,30/01/25,0 days 12:13:00.002000
256,148.963698241633,,,8115,29/01/25,0 days 12:13:00.002000
257,50.0200145855279,,,8121,29/01/25,0 days 12:13:00.002000
258,173.69961915566,,,8114,30/01/25,0 days 12:13:00.002000
259,55.8895551413986,,,6914,30/01/25,0 days 12:13:00.002000
260,99.4918564135808,,,8115,31/01/25,0 days 12:13:59.998000
261,7.0,,,8121,30/01/25,0 days 12:13:59.998000
262,8.0,,,8515,30/01/25,0 days 12:13:59.998000
263,124.647030224455,,,8115,30/01/25,0 days 12:13:59.998000
264,155.252491694352,,,8114,30/01/25,0 days 12:13:59.998000
265,120.454501255976,,,8103,30/01/25,0 days 12:15:00.003000
266,5.0,,,8103,30/01/25,0 days 12:15:00.003000
267,154.833238797504,,,8111,31/01/25,0 days 12:15:59.999000
268,191.308240823272,,,8103,30/01/25,0 days 12:15:59.999000
269,117.938983874888,,,8111,30/01/25,0 days 12:15:59.999000
270,125.066283121303,,,8115,29/01/25,0 days 12:15:59.999000
271,63.8553601815088,,,6910,31/01/25,0 days 12:15:59.999000
272,103.68438538206,,,8115,30/01/25,0 days 12:17:00.004000
273,45.8274856170489,,,8115,30/01/25,0 days 12:17:00.004000
274,157.348756178592,,,8114,29/01/25,0 days 12:17:00.004000
275,138.482375820436,,,8121,31/01/25,0 days 12:17:00.004000
276,107.038408556843,,,8103,31/01/25,0 days 12:18:00
277,190.050482132728,,,8121,31/01/25,0 days 12:18:00
278,94.041568754558,,,8103,29/01/25,0 days 12:18:00
279,149.382951138481,,,8115,30/01/25,0 days 12:18:00
280,66.3708775625962,,,8114,30/01/25,0 days 12:18:00
281,61.3398428004214,,,8111,29/01/25,0 days 12:18:00
282,79.7869702617292,,,8110,29/01/25,0 days 12:18:00
283,68.8863949436837,,,8115,29/01/25,0 days 12:18:00
284,21.9300704967183,,,8115,29/01/25,0 days 12:18:59.996000
285,12.0,,,8110,29/01/25,0 days 12:18:59.996000
286,174.118872052508,,,8114,31/01/25,0 days 12:18:59.996000
287,155.6717445912,,,8114,31/01/25,0 days 12:18:59.996000
288,46.2467385138968,,,8115,29/01/25,0 days 12:18:59.996000
289,10.0,,,8115,31/01/25,0 days 12:20:00.001000
290,114.165707803257,,,8121,30/01/25,0 days 12:20:00.001000
291,164.895308321854,,,6910,29/01/25,0 days 12:20:00.001000
292,136.805364233044,,,8103,29/01/25,0 days 12:20:59.997000
293,187.115711854793,,,6915,29/01/25,0 days 12:20:59.997000
294,11.0,,,6515,31/01/25,0 days 12:22:00.002000
295,129.67806498663,,,8115,31/01/25,0 days 12:22:59.998000
296,161.122032250223,,,8114,29/01/25,0 days 12:22:59.998000
297,189.63122923588,,,8114,29/01/25,0 days 12:22:59.998000
298,32.4113929179159,,,8114,30/01/25,0 days 12:24:00.003000
299,66.7901304594441,,,8114,29/01/25,0 days 12:24:00.003000
300,13.0,,,8110,31/01/25,0 days 12:24:00.003000
301,56.3088080382465,,,6914,29/01/25,0 days 12:24:00.003000
302,26.1225994651973,,,8115,30/01/25,0 days 12:24:59.999000
303,73.4981768090106,,,8115,31/01/25,0 days 12:24:59.999000
304,69.7249007373795,,,8114,29/01/25,0 days 12:24:59.999000
305,146.028927963698,,,8121,29/01/25,0 days 12:26:00.004000
306,73.9174297058585,,,8115,29/01/25,0 days 12:26:00.004000
307,9.0,,,8115,29/01/25,0 days 12:26:00.004000
308,165.314561218702,,,6910,30/01/25,0 days 12:26:00.004000
309,185.019447370553,,,8115,31/01/25,0 days 12:27:00
310,146.448180860546,,,8121,30/01/25,0 days 12:27:00
311,74.3366826027064,,,8115,30/01/25,0 days 12:27:00
312,9.0,,,8115,30/01/25,0 days 12:27:00
313,130.097317883478,,,8115,30/01/25,0 days 12:27:59.996000
314,185.438700267401,,,8115,30/01/25,0 days 12:27:59.996000
315,166.572319909246,,,8115,30/01/25,0 days 12:27:59.996000
316,127.162547605542,,,8114,29/01/25,0 days 12:27:59.996000
317,146.867433757394,,,8121,31/01/25,0 days 12:27:59.996000
318,149.802204035329,,,8115,31/01/25,0 days 12:27:59.996000
319,174.538124949356,,,8114,30/01/25,0 days 12:27:59.996000
320,4.0,,,8114,31/01/25,0 days 12:29:00.001000
321,38.2809334737866,,,8115,31/01/25,0 days 12:29:00.001000
322,29.8958755368285,,,8110,30/01/25,0 days 12:29:00.001000
323,151.059962725873,,,8103,31/01/25,0 days 12:29:00.001000
324,4.0,,,8114,29/01/25,0 days 12:29:59.997000
325,185.857953164249,,,8115,29/01/25,0 days 12:29:59.997000
326,174.957377846204,,,8114,29/01/25,0 days 12:29:59.997000
327,33.2498987116117,,,8115,31/01/25,0 days 12:31:00.002000
328,183.76168868001,,,8115,31/01/25,0 days 12:31:00.002000
329,72.6596710153148,,,8115,31/01/25,0 days 12:31:00.002000
330,193.404505307511,,,8121,31/01/25,0 days 12:31:00.002000
331,190.469735029576,,,8121,30/01/25,0 days 12:31:59.998000
332,70.1441536342274,,,8115,31/01/25,0 days 12:31:59.998000
333,114.584960700105,,,8121,31/01/25,0 days 12:31:59.998000
334,50.8585203792237,,,8115,31/01/25,0 days 12:33:00.003000
335,115.004213596953,,,8115,30/01/25,0 days 12:33:00.003000
336,67.62863625314,,,8115,29/01/25,0 days 12:33:00.003000
337,133.032088161413,,,8115,29/01/25,0 days 12:33:00.003000
338,125.485536018151,,,8115,31/01/25,0 days 12:33:00.003000
339,133.451341058261,,,8115,30/01/25,0 days 12:33:59.999000
340,133.870593955109,,,8115,31/01/25,0 days 12:33:59.999000
341,3.0,,,8115,29/01/25,0 days 12:33:59.999000
342,193.823758204359,,,8121,30/01/25,0 days 12:33:59.999000
343,57.1473138319423,,,8115,31/01/25,0 days 12:35:00.004000
344,20.2530589093267,,,8114,31/01/25,0 days 12:36:00
345,177.053642330443,,,8114,31/01/25,0 days 12:36:00
346,46.6659914107447,,,8115,31/01/25,0 days 12:36:00
347,48.3430029981363,,,6515,29/01/25,0 days 12:36:00
348,104.103638278908,,,8115,31/01/25,0 days 12:38:00.001000
349,56.7280609350944,,,6914,31/01/25,0 days 12:38:00.001000
350,115.423466493801,,,8115,31/01/25,0 days 12:40:00.002000
351,104.522891175756,,,8115,29/01/25,0 days 12:40:59.998000
352,58.405072522486,,,8115,31/01/25,0 days 12:40:59.998000
353,48.7622558949842,,,6515,30/01/25,0 days 12:40:59.998000
354,43.3119682359614,,,8121,30/01/25,0 days 12:42:00.003000
355,116.261972287497,,,6515,30/01/25,0 days 12:42:00.003000
356,57.5665667287902,,,8115,30/01/25,0 days 12:42:59.999000
357,121.293007049672,,,8114,30/01/25,0 days 12:42:59.999000
358,141.417146098371,,,8115,30/01/25,0 days 12:42:59.999000
359,30.7343813305243,,,8114,30/01/25,0 days 12:44:00.004000
360,20.6723118061746,,,8114,30/01/25,0 days 12:45:59.996000
361,177.472895227291,,,8114,30/01/25,0 days 12:45:59.996000
362,24.4455878778057,,,8115,30/01/25,0 days 12:45:59.996000
363,175.376630743052,,,8114,31/01/25,0 days 12:45:59.996000
364,37.0231747832429,,,8114,29/01/25,0 days 12:47:00.001000
365,130.935823677174,,,8115,31/01/25,0 days 12:47:00.001000
366,118.358236771736,,,8115,31/01/25,0 days 12:47:00.001000
367,64.6938659752046,,,8115,30/01/25,0 days 12:47:59.997000
368,42.0542095454177,,,8115,30/01/25,0 days 12:47:59.997000
369,38.7001863706345,,,8115,30/01/25,0 days 12:47:59.997000
370,187.534964751641,,,6915,30/01/25,0 days 12:47:59.997000
371,70.5634065310753,,,8115,30/01/25,0 days 12:49:00.002000
372,73.0789239121627,,,8115,30/01/25,0 days 12:49:00.002000
373,187.954217648489,,,6915,31/01/25,0 days 12:49:00.002000
374,18.1567944250871,,,8115,30/01/25,0 days 12:49:59.998000
375,127.58180050239,,,8114,30/01/25,0 days 12:49:59.998000
376,58.8243254193339,,,8115,30/01/25,0 days 12:49:59.998000
377,184.180941576858,,,8115,30/01/25,0 days 12:49:59.998000
378,118.777489668584,,,8115,30/01/25,0 days 12:49:59.998000
379,116.681225184345,,,6515,29/01/25,0 days 12:51:00.003000
380,180.826918402074,,,8121,30/01/25,0 days 12:51:59.999000
381,37.4424276800908,,,8114,31/01/25,0 days 12:53:00.004000
382,8.0,,,8515,29/01/25,0 days 12:53:00.004000
383,182.923182886314,,,6515,30/01/25,0 days 12:53:00.004000
384,132.612835264565,,,8115,31/01/25,0 days 12:54:00
385,192.565999513816,,,8114,29/01/25,0 days 12:54:00
386,25.7033465683494,,,8115,29/01/25,0 days 12:54:00
387,145.60967506685,,,8115,29/01/25,0 days 12:54:00
388,148.125192447938,,,6515,30/01/25,0 days 12:54:00
389,75.5944412932502,,,8103,30/01/25,0 days 12:54:59.996000
390,26.5418523620452,,,8115,31/01/25,0 days 12:56:59.997000
391,128.001053399238,,,8114,31/01/25,0 days 12:56:59.997000
392,151.479215622721,,,8115,31/01/25,0 days 12:58:00.002000
393,102.845879588364,,,8110,31/01/25,0 days 12:58:00.002000
394,62.5976014909651,,,8115,30/01/25,0 days 13:00:59.999000
395,70.9826594279232,,,8115,29/01/25,0 days 13:02:00.004000
396,119.196742565432,,,8115,29/01/25,0 days 13:02:00.004000
397,148.544445344786,,,6515,29/01/25,0 days 13:02:00.004000
398,183.342435783162,,,6515,29/01/25,0 days 13:02:00.004000
399,37.8616805769387,,,8114,30/01/25,0 days 13:03:00
400,65.1131188720525,,,8115,31/01/25,0 days 13:03:00
401,141.836398995219,,,8115,29/01/25,0 days 13:03:59.996000
402,76.0136941900981,,,8103,29/01/25,0 days 13:03:59.996000
403,13.0,,,8110,30/01/25,0 days 13:03:59.996000
404,156.090997488048,,,8114,29/01/25,0 days 13:03:59.996000
405,42.4734624422656,,,8115,29/01/25,0 days 13:05:59.997000
406,164.056802528158,,,8115,29/01/25,0 days 13:05:59.997000
407,96.1378332387975,,,8115,31/01/25,0 days 13:05:59.997000
408,131.355076574021,,,8115,31/01/25,0 days 13:07:59.998000
409,27.7996110525889,,,8115,31/01/25,0 days 13:07:59.998000
410,39.1194392674824,,,8115,29/01/25,0 days 13:07:59.998000
411,184.600194473705,,,8115,29/01/25,0 days 13:07:59.998000
412,158.606514869135,,,8115,29/01/25,0 days 13:09:00.003000
413,34.0884045053075,,,8121,29/01/25,0 days 13:09:00.003000
414,28.2188639494369,,,8115,29/01/25,0 days 13:09:00.003000
415,105.780649866299,,,8115,29/01/25,0 days 13:09:00.003000
416,31.1536342273722,,,8114,31/01/25,0 days 13:09:59.999000
417,103.265132485212,,,8110,30/01/25,0 days 13:11:00.004000
418,75.1751883964022,,,6910,30/01/25,0 days 13:11:00.004000
419,44.5697269265052,,,8115,29/01/25,0 days 13:12:00
420,96.5570861356454,,,8115,30/01/25,0 days 13:12:00
421,33.6691516084596,,,8115,29/01/25,0 days 13:12:00
422,34.5076574021554,,,8121,30/01/25,0 days 13:14:00.001000
423,96.9763390324933,,,8115,29/01/25,0 days 13:14:59.997000
